[Header]
Application Name	LabSolutions
Version	5.82
Data File Name	C:\LabSolutions\Data\A Legan\Data\gcd files\data_before_FS19\LadderwithIS_nov_14.gcd
Output Date	4/15/2022
Output Time	7:45:44 AM

[File Information]
Type	Data File
Generated	11/15/2018 12:15:58 PM
Generated by	Administrator
Modified	11/15/2018 1:20:55 PM
Modified by	Administrator

[Sample Information]
Operator Name	Administrator
Acquired	11/15/2018 12:20:51 PM
Sample Type	0:Unknown
Level	0
Sample Name	ladder w/ IS
Sample ID	ladder w/ IS
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	16
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\LabSolutions\Data\A Legan\data\LadderwithIS_nov_14.gcd
Method File	C:\LabSolutions\Data\A Legan\AWL Nov 6 ladder.gcm
Batch File	C:\LabSolutions\Data\A Legan\batch_AWL_nov14_overnight.gcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-2014
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#1
Detector Name	SFID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	69
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
52.26250	7362
52.26317	7361
52.26383	7361
52.26450	7361
52.26517	7361
52.26583	7361
52.26650	7361
52.26717	7361
52.26783	7361
52.26850	7361
52.26917	7361
52.26983	7360
52.27050	7360
52.27117	7360
52.27183	7360
52.27250	7360
52.27317	7360
52.27383	7360
52.27450	7359
52.27517	7359
52.27583	7359
52.27650	7359
52.27717	7359
52.27783	7359
52.27850	7359
52.27917	7359
52.27983	7359
52.28050	7358
52.28117	7358
52.28183	7358
52.28250	7358
52.28317	7358
52.28383	7358
52.28450	7358
52.28517	7358
52.28583	7357
52.28650	7357
52.28717	7357
52.28783	7357
52.28850	7357
52.28917	7357
52.28983	7357
52.29050	7357
52.29117	7357
52.29183	7357
52.29250	7357
52.29317	7358
52.29383	7358
52.29450	7358
52.29517	7358
52.29583	7359
52.29650	7359
52.29717	7359
52.29783	7360
52.29850	7360
52.29917	7360
52.29983	7361
52.30050	7361
52.30117	7361
52.30183	7362
52.30250	7362
52.30317	7363
52.30383	7363
52.30450	7363
52.30517	7364
52.30583	7364
52.30650	7364
52.30717	7365
52.30783	7365
52.30850	7365
52.30917	7365
52.30983	7365
52.31050	7366
52.31117	7366
52.31183	7366
52.31250	7366
52.31317	7366
52.31383	7366
52.31450	7366
52.31517	7366
52.31583	7366
52.31650	7366
52.31717	7366
52.31783	7366
52.31850	7366
52.31917	7366
52.31983	7366
52.32050	7366
52.32117	7366
52.32183	7366
52.32250	7366
52.32317	7366
52.32383	7366
52.32450	7366
52.32517	7366
52.32583	7366
52.32650	7366
52.32717	7365
52.32783	7365
52.32850	7365
52.32917	7365
52.32983	7365
52.33050	7365
52.33117	7364
52.33183	7364
52.33250	7364
52.33317	7364
52.33383	7364
52.33450	7364
52.33517	7364
52.33583	7363
52.33650	7363
52.33717	7363
52.33783	7363
52.33850	7362
52.33917	7362
52.33983	7362
52.34050	7361
52.34117	7361
52.34183	7361
52.34250	7360
52.34317	7360
52.34383	7360
52.34450	7359
52.34517	7359
52.34583	7359
52.34650	7359
52.34717	7358
52.34783	7358
52.34850	7358
52.34917	7357
52.34983	7357
52.35050	7357
52.35117	7356
52.35183	7356
52.35250	7356
52.35317	7356
52.35383	7356
52.35450	7355
52.35517	7355
52.35583	7355
52.35650	7355
52.35717	7355
52.35783	7355
52.35850	7355
52.35917	7355
52.35983	7355
52.36050	7355
52.36117	7355
52.36183	7355
52.36250	7355
52.36317	7355
52.36383	7355
52.36450	7355
52.36517	7355
52.36583	7355
52.36650	7355
52.36717	7356
52.36783	7356
52.36850	7356
52.36917	7356
52.36983	7356
52.37050	7357
52.37117	7357
52.37183	7357
52.37250	7357
52.37317	7358
52.37383	7358
52.37450	7358
52.37517	7359
52.37583	7359
52.37650	7359
52.37717	7360
52.37783	7360
52.37850	7360
52.37917	7360
52.37983	7360
52.38050	7361
52.38117	7361
52.38183	7361
52.38250	7361
52.38317	7361
52.38383	7362
52.38450	7362
52.38517	7362
52.38583	7362
52.38650	7363
52.38717	7363
52.38783	7363
52.38850	7363
52.38917	7364
52.38983	7364
52.39050	7364
52.39117	7365
52.39183	7365
52.39250	7365
52.39317	7366
52.39383	7366
52.39450	7366
52.39517	7366
52.39583	7367
52.39650	7367
52.39717	7367
52.39783	7367
52.39850	7368
52.39917	7368
52.39983	7368
52.40050	7368
52.40117	7369
52.40183	7369
52.40250	7369
52.40317	7370
52.40383	7370
52.40450	7370
52.40517	7371
52.40583	7371
52.40650	7371
52.40717	7372
52.40783	7372
52.40850	7372
52.40917	7372
52.40983	7373
52.41050	7373
52.41117	7373
52.41183	7373
52.41250	7373
52.41317	7374
52.41383	7374
52.41450	7374
52.41517	7374
52.41583	7375
52.41650	7375
52.41717	7375
52.41783	7375
52.41850	7376
52.41917	7376
52.41983	7376
52.42050	7376
52.42117	7377
52.42183	7377
52.42250	7377
52.42317	7377
52.42383	7378
52.42450	7378
52.42517	7378
52.42583	7378
52.42650	7378
52.42717	7378
52.42783	7378
52.42850	7378
52.42917	7378
52.42983	7378
52.43050	7378
52.43117	7379
52.43183	7379
52.43250	7379
52.43317	7379
52.43383	7379
52.43450	7379
52.43517	7379
52.43583	7380
52.43650	7380
52.43717	7380
52.43783	7380
52.43850	7380
52.43917	7380
52.43983	7380
52.44050	7380
52.44117	7380
52.44183	7380
52.44250	7380
52.44317	7380
52.44383	7380
52.44450	7380
52.44517	7380
52.44583	7380
52.44650	7380
52.44717	7380
52.44783	7380
52.44850	7381
52.44917	7381
52.44983	7381
52.45050	7381
52.45117	7381
52.45183	7382
52.45250	7382
52.45317	7382
52.45383	7382
52.45450	7383
52.45517	7383
52.45583	7383
52.45650	7384
52.45717	7384
52.45783	7384
52.45850	7385
52.45917	7385
52.45983	7385
52.46050	7386
52.46117	7386
52.46183	7387
52.46250	7387
52.46317	7387
52.46383	7388
52.46450	7388
52.46517	7388
52.46583	7389
52.46650	7389
52.46717	7389
52.46783	7389
52.46850	7389
52.46917	7390
52.46983	7390
52.47050	7390
52.47117	7391
52.47183	7391
52.47250	7392
52.47317	7392
52.47383	7392
52.47450	7393
52.47517	7393
52.47583	7394
52.47650	7394
52.47717	7395
52.47783	7395
52.47850	7395
52.47917	7396
52.47983	7396
52.48050	7397
52.48117	7397
52.48183	7398
52.48250	7398
52.48317	7399
52.48383	7399
52.48450	7400
52.48517	7400
52.48583	7400
52.48650	7401
52.48717	7402
52.48783	7402
52.48850	7403
52.48917	7403
52.48983	7404
52.49050	7404
52.49117	7405
52.49183	7405
52.49250	7406
52.49317	7406
52.49383	7407
52.49450	7407
52.49517	7408
52.49583	7408
52.49650	7409
52.49717	7410
52.49783	7410
52.49850	7411
52.49917	7411
52.49983	7412
52.50050	7412
52.50117	7413
52.50183	7414
52.50250	7414
52.50317	7415
52.50383	7416
52.50450	7416
52.50517	7417
52.50583	7418
52.50650	7418
52.50717	7419
52.50783	7420
52.50850	7421
52.50917	7421
52.50983	7422
52.51050	7423
52.51117	7424
52.51183	7425
52.51250	7426
52.51317	7426
52.51383	7427
52.51450	7428
52.51517	7429
52.51583	7430
52.51650	7431
52.51717	7432
52.51783	7433
52.51850	7434
52.51917	7435
52.51983	7437
52.52050	7438
52.52117	7439
52.52183	7440
52.52250	7441
52.52317	7442
52.52383	7443
52.52450	7444
52.52517	7445
52.52583	7447
52.52650	7448
52.52717	7449
52.52783	7450
52.52850	7452
52.52917	7453
52.52983	7454
52.53050	7455
52.53117	7456
52.53183	7458
52.53250	7459
52.53317	7460
52.53383	7461
52.53450	7462
52.53517	7464
52.53583	7465
52.53650	7466
52.53717	7467
52.53783	7469
52.53850	7470
52.53917	7471
52.53983	7472
52.54050	7474
52.54117	7475
52.54183	7477
52.54250	7478
52.54317	7480
52.54383	7481
52.54450	7483
52.54517	7484
52.54583	7486
52.54650	7488
52.54717	7489
52.54783	7491
52.54850	7493
52.54917	7495
52.54983	7497
52.55050	7499
52.55117	7501
52.55183	7503
52.55250	7505
52.55317	7508
52.55383	7510
52.55450	7513
52.55517	7515
52.55583	7518
52.55650	7521
52.55717	7524
52.55783	7526
52.55850	7529
52.55917	7532
52.55983	7535
52.56050	7538
52.56117	7541
52.56183	7544
52.56250	7548
52.56317	7551
52.56383	7554
52.56450	7558
52.56517	7561
52.56583	7564
52.56650	7568
52.56717	7571
52.56783	7575
52.56850	7579
52.56917	7583
52.56983	7587
52.57050	7591
52.57117	7595
52.57183	7599
52.57250	7603
52.57317	7608
52.57383	7612
52.57450	7617
52.57517	7621
52.57583	7626
52.57650	7631
52.57717	7636
52.57783	7642
52.57850	7647
52.57917	7653
52.57983	7658
52.58050	7664
52.58117	7670
52.58183	7676
52.58250	7683
52.58317	7689
52.58383	7696
52.58450	7703
52.58517	7710
52.58583	7717
52.58650	7724
52.58717	7731
52.58783	7739
52.58850	7747
52.58917	7755
52.58983	7763
52.59050	7771
52.59117	7779
52.59183	7788
52.59250	7797
52.59317	7805
52.59383	7815
52.59450	7824
52.59517	7833
52.59583	7843
52.59650	7853
52.59717	7863
52.59783	7874
52.59850	7884
52.59917	7895
52.59983	7906
52.60050	7918
52.60117	7929
52.60183	7941
52.60250	7953
52.60317	7964
52.60383	7977
52.60450	7989
52.60517	8001
52.60583	8014
52.60650	8027
52.60717	8040
52.60783	8054
52.60850	8067
52.60917	8081
52.60983	8095
52.61050	8110
52.61117	8124
52.61183	8139
52.61250	8154
52.61317	8170
52.61383	8185
52.61450	8201
52.61517	8217
52.61583	8234
52.61650	8250
52.61717	8267
52.61783	8284
52.61850	8302
52.61917	8320
52.61983	8338
52.62050	8356
52.62117	8374
52.62183	8393
52.62250	8412
52.62317	8432
52.62383	8452
52.62450	8472
52.62517	8492
52.62583	8513
52.62650	8534
52.62717	8555
52.62783	8577
52.62850	8599
52.62917	8621
52.62983	8644
52.63050	8667
52.63117	8690
52.63183	8714
52.63250	8738
52.63317	8762
52.63383	8787
52.63450	8812
52.63517	8838
52.63583	8864
52.63650	8890
52.63717	8917
52.63783	8944
52.63850	8971
52.63917	8999
52.63983	9027
52.64050	9055
52.64117	9084
52.64183	9114
52.64250	9143
52.64317	9173
52.64383	9204
52.64450	9235
52.64517	9266
52.64583	9297
52.64650	9329
52.64717	9361
52.64783	9394
52.64850	9427
52.64917	9460
52.64983	9494
52.65050	9528
52.65117	9563
52.65183	9598
52.65250	9633
52.65317	9669
52.65383	9705
52.65450	9742
52.65517	9779
52.65583	9816
52.65650	9854
52.65717	9892
52.65783	9931
52.65850	9970
52.65917	10010
52.65983	10050
52.66050	10090
52.66117	10131
52.66183	10172
52.66250	10214
52.66317	10256
52.66383	10299
52.66450	10342
52.66517	10385
52.66583	10429
52.66650	10474
52.66717	10519
52.66783	10564
52.66850	10610
52.66917	10656
52.66983	10703
52.67050	10750
52.67117	10798
52.67183	10846
52.67250	10895
52.67317	10944
52.67383	10993
52.67450	11043
52.67517	11093
52.67583	11144
52.67650	11196
52.67717	11248
52.67783	11300
52.67850	11353
52.67917	11406
52.67983	11459
52.68050	11513
52.68117	11568
52.68183	11623
52.68250	11678
52.68317	11734
52.68383	11790
52.68450	11847
52.68517	11904
52.68583	11962
52.68650	12020
52.68717	12079
52.68783	12138
52.68850	12198
52.68917	12258
52.68983	12319
52.69050	12380
52.69117	12442
52.69183	12504
52.69250	12567
52.69317	12630
52.69383	12693
52.69450	12757
52.69517	12822
52.69583	12887
52.69650	12952
52.69717	13018
52.69783	13085
52.69850	13152
52.69917	13220
52.69983	13288
52.70050	13356
52.70117	13425
52.70183	13495
52.70250	13564
52.70317	13635
52.70383	13705
52.70450	13776
52.70517	13848
52.70583	13920
52.70650	13992
52.70717	14065
52.70783	14138
52.70850	14212
52.70917	14286
52.70983	14361
52.71050	14436
52.71117	14511
52.71183	14588
52.71250	14664
52.71317	14741
52.71383	14818
52.71450	14896
52.71517	14974
52.71583	15053
52.71650	15132
52.71717	15211
52.71783	15291
52.71850	15371
52.71917	15452
52.71983	15533
52.72050	15614
52.72117	15696
52.72183	15778
52.72250	15860
52.72317	15943
52.72383	16026
52.72450	16110
52.72517	16194
52.72583	16278
52.72650	16363
52.72717	16448
52.72783	16533
52.72850	16619
52.72917	16705
52.72983	16792
52.73050	16879
52.73117	16966
52.73183	17053
52.73250	17140
52.73317	17228
52.73383	17316
52.73450	17404
52.73517	17493
52.73583	17581
52.73650	17670
52.73717	17760
52.73783	17849
52.73850	17939
52.73917	18029
52.73983	18120
52.74050	18210
52.74117	18301
52.74183	18393
52.74250	18484
52.74317	18576
52.74383	18668
52.74450	18761
52.74517	18853
52.74583	18946
52.74650	19039
52.74717	19133
52.74783	19226
52.74850	19320
52.74917	19415
52.74983	19509
52.75050	19604
52.75117	19698
52.75183	19793
52.75250	19888
52.75317	19984
52.75383	20079
52.75450	20175
52.75517	20271
52.75583	20367
52.75650	20463
52.75717	20560
52.75783	20656
52.75850	20753
52.75917	20850
52.75983	20948
52.76050	21045
52.76117	21143
52.76183	21241
52.76250	21339
52.76317	21438
52.76383	21537
52.76450	21636
52.76517	21735
52.76583	21834
52.76650	21934
52.76717	22034
52.76783	22135
52.76850	22235
52.76917	22336
52.76983	22438
52.77050	22539
52.77117	22641
52.77183	22743
52.77250	22846
52.77317	22948
52.77383	23051
52.77450	23154
52.77517	23258
52.77583	23361
52.77650	23465
52.77717	23569
52.77783	23674
52.77850	23779
52.77917	23884
52.77983	23989
52.78050	24095
52.78117	24201
52.78183	24307
52.78250	24414
52.78317	24521
52.78383	24629
52.78450	24736
52.78517	24845
52.78583	24954
52.78650	25063
52.78717	25172
52.78783	25282
52.78850	25392
52.78917	25503
52.78983	25614
52.79050	25725
52.79117	25836
52.79183	25948
52.79250	26060
52.79317	26173
52.79383	26285
52.79450	26399
52.79517	26512
52.79583	26626
52.79650	26741
52.79717	26855
52.79783	26970
52.79850	27086
52.79917	27201
52.79983	27317
52.80050	27433
52.80117	27550
52.80183	27667
52.80250	27784
52.80317	27902
52.80383	28019
52.80450	28137
52.80517	28256
52.80583	28375
52.80650	28494
52.80717	28613
52.80783	28733
52.80850	28853
52.80917	28974
52.80983	29095
52.81050	29216
52.81117	29338
52.81183	29460
52.81250	29582
52.81317	29705
52.81383	29828
52.81450	29952
52.81517	30075
52.81583	30199
52.81650	30323
52.81717	30448
52.81783	30573
52.81850	30698
52.81917	30824
52.81983	30950
52.82050	31077
52.82117	31203
52.82183	31330
52.82250	31458
52.82317	31585
52.82383	31713
52.82450	31841
52.82517	31970
52.82583	32099
52.82650	32228
52.82717	32358
52.82783	32488
52.82850	32618
52.82917	32749
52.82983	32880
52.83050	33011
52.83117	33142
52.83183	33274
52.83250	33405
52.83317	33537
52.83383	33670
52.83450	33802
52.83517	33935
52.83583	34068
52.83650	34201
52.83717	34334
52.83783	34468
52.83850	34602
52.83917	34735
52.83983	34869
52.84050	35003
52.84117	35138
52.84183	35272
52.84250	35407
52.84317	35542
52.84383	35677
52.84450	35813
52.84517	35948
52.84583	36084
52.84650	36220
52.84717	36356
52.84783	36491
52.84850	36627
52.84917	36763
52.84983	36899
52.85050	37035
52.85117	37171
52.85183	37307
52.85250	37443
52.85317	37579
52.85383	37715
52.85450	37852
52.85517	37989
52.85583	38125
52.85650	38262
52.85717	38399
52.85783	38537
52.85850	38674
52.85917	38811
52.85983	38948
52.86050	39085
52.86117	39223
52.86183	39361
52.86250	39499
52.86317	39637
52.86383	39776
52.86450	39914
52.86517	40053
52.86583	40192
52.86650	40331
52.86717	40469
52.86783	40608
52.86850	40747
52.86917	40886
52.86983	41025
52.87050	41164
52.87117	41303
52.87183	41441
52.87250	41580
52.87317	41718
52.87383	41857
52.87450	41995
52.87517	42134
52.87583	42273
52.87650	42411
52.87717	42550
52.87783	42688
52.87850	42826
52.87917	42964
52.87983	43102
52.88050	43240
52.88117	43377
52.88183	43514
52.88250	43651
52.88317	43788
52.88383	43924
52.88450	44061
52.88517	44197
52.88583	44333
52.88650	44469
52.88717	44605
52.88783	44741
52.88850	44876
52.88917	45012
52.88983	45147
52.89050	45282
52.89117	45417
52.89183	45552
52.89250	45686
52.89317	45820
52.89383	45954
52.89450	46088
52.89517	46221
52.89583	46354
52.89650	46487
52.89717	46621
52.89783	46754
52.89850	46887
52.89917	47019
52.89983	47152
52.90050	47285
52.90117	47418
52.90183	47550
52.90250	47683
52.90317	47816
52.90383	47948
52.90450	48081
52.90517	48213
52.90583	48346
52.90650	48478
52.90717	48610
52.90783	48742
52.90850	48874
52.90917	49005
52.90983	49136
52.91050	49267
52.91117	49398
52.91183	49528
52.91250	49659
52.91317	49789
52.91383	49920
52.91450	50050
52.91517	50180
52.91583	50310
52.91650	50440
52.91717	50570
52.91783	50700
52.91850	50830
52.91917	50961
52.91983	51091
52.92050	51221
52.92117	51352
52.92183	51483
52.92250	51614
52.92317	51744
52.92383	51875
52.92450	52006
52.92517	52136
52.92583	52267
52.92650	52398
52.92717	52529
52.92783	52660
52.92850	52791
52.92917	52923
52.92983	53054
52.93050	53185
52.93117	53317
52.93183	53448
52.93250	53579
52.93317	53711
52.93383	53842
52.93450	53973
52.93517	54104
52.93583	54235
52.93650	54367
52.93717	54498
52.93783	54630
52.93850	54763
52.93917	54895
52.93983	55028
52.94050	55161
52.94117	55294
52.94183	55428
52.94250	55561
52.94317	55694
52.94383	55828
52.94450	55961
52.94517	56095
52.94583	56229
52.94650	56363
52.94717	56497
52.94783	56630
52.94850	56764
52.94917	56897
52.94983	57031
52.95050	57165
52.95117	57299
52.95183	57434
52.95250	57569
52.95317	57703
52.95383	57838
52.95450	57973
52.95517	58107
52.95583	58242
52.95650	58376
52.95717	58510
52.95783	58644
52.95850	58779
52.95917	58913
52.95983	59048
52.96050	59183
52.96117	59318
52.96183	59454
52.96250	59590
52.96317	59725
52.96383	59861
52.96450	59997
52.96517	60133
52.96583	60269
52.96650	60405
52.96717	60541
52.96783	60677
52.96850	60813
52.96917	60948
52.96983	61084
52.97050	61220
52.97117	61355
52.97183	61491
52.97250	61626
52.97317	61761
52.97383	61896
52.97450	62032
52.97517	62167
52.97583	62303
52.97650	62438
52.97717	62573
52.97783	62708
52.97850	62843
52.97917	62978
52.97983	63113
52.98050	63249
52.98117	63384
52.98183	63521
52.98250	63657
52.98317	63793
52.98383	63930
52.98450	64066
52.98517	64203
52.98583	64339
52.98650	64475
52.98717	64612
52.98783	64748
52.98850	64884
52.98917	65021
52.98983	65157
52.99050	65294
52.99117	65430
52.99183	65567
52.99250	65703
52.99317	65839
52.99383	65976
52.99450	66112
52.99517	66249
52.99583	66385
52.99650	66522
52.99717	66659
52.99783	66796
52.99850	66933
52.99917	67069
52.99983	67205
53.00050	67341
53.00117	67477
53.00183	67613
53.00250	67748
53.00317	67884
53.00383	68020
53.00450	68155
53.00517	68291
53.00583	68426
53.00650	68562
53.00717	68697
53.00783	68833
53.00850	68968
53.00917	69104
53.00983	69239
53.01050	69374
53.01117	69509
53.01183	69645
53.01250	69780
53.01317	69916
53.01383	70051
53.01450	70187
53.01517	70323
53.01583	70459
53.01650	70595
53.01717	70731
53.01783	70866
53.01850	71001
53.01917	71136
53.01983	71270
53.02050	71405
53.02117	71539
53.02183	71673
53.02250	71807
53.02317	71941
53.02383	72074
53.02450	72207
53.02517	72339
53.02583	72471
53.02650	72601
53.02717	72732
53.02783	72861
53.02850	72990
53.02917	73118
53.02983	73246
53.03050	73373
53.03117	73499
53.03183	73624
53.03250	73749
53.03317	73873
53.03383	73996
53.03450	74118
53.03517	74240
53.03583	74360
53.03650	74479
53.03717	74597
53.03783	74713
53.03850	74828
53.03917	74942
53.03983	75054
53.04050	75164
53.04117	75273
53.04183	75380
53.04250	75486
53.04317	75589
53.04383	75691
53.04450	75790
53.04517	75887
53.04583	75982
53.04650	76074
53.04717	76164
53.04783	76251
53.04850	76335
53.04917	76416
53.04983	76494
53.05050	76569
53.05117	76641
53.05183	76710
53.05250	76774
53.05317	76835
53.05383	76891
53.05450	76942
53.05517	76988
53.05583	77030
53.05650	77067
53.05717	77099
53.05783	77125
53.05850	77146
53.05917	77161
53.05983	77171
53.06050	77174
53.06117	77171
53.06183	77161
53.06250	77144
53.06317	77119
53.06383	77087
53.06450	77047
53.06517	76998
53.06583	76941
53.06650	76875
53.06717	76799
53.06783	76714
53.06850	76620
53.06917	76515
53.06983	76400
53.07050	76274
53.07117	76137
53.07183	75988
53.07250	75828
53.07317	75657
53.07383	75473
53.07450	75277
53.07517	75068
53.07583	74847
53.07650	74613
53.07717	74365
53.07783	74104
53.07850	73830
53.07917	73542
53.07983	73240
53.08050	72924
53.08117	72593
53.08183	72249
53.08250	71890
53.08317	71517
53.08383	71130
53.08450	70728
53.08517	70313
53.08583	69884
53.08650	69441
53.08717	68985
53.08783	68516
53.08850	68034
53.08917	67539
53.08983	67031
53.09050	66511
53.09117	65980
53.09183	65437
53.09250	64883
53.09317	64318
53.09383	63742
53.09450	63157
53.09517	62562
53.09583	61957
53.09650	61344
53.09717	60723
53.09783	60095
53.09850	59459
53.09917	58816
53.09983	58168
53.10050	57513
53.10117	56854
53.10183	56190
53.10250	55522
53.10317	54850
53.10383	54176
53.10450	53498
53.10517	52819
53.10583	52138
53.10650	51456
53.10717	50773
53.10783	50090
53.10850	49407
53.10917	48726
53.10983	48045
53.11050	47366
53.11117	46688
53.11183	46013
53.11250	45341
53.11317	44672
53.11383	44007
53.11450	43345
53.11517	42687
53.11583	42034
53.11650	41386
53.11717	40742
53.11783	40104
53.11850	39471
53.11917	38845
53.11983	38224
53.12050	37609
53.12117	37000
53.12183	36399
53.12250	35804
53.12317	35216
53.12383	34635
53.12450	34061
53.12517	33494
53.12583	32935
53.12650	32384
53.12717	31840
53.12783	31304
53.12850	30776
53.12917	30255
53.12983	29743
53.13050	29238
53.13117	28741
53.13183	28252
53.13250	27772
53.13317	27299
53.13383	26834
53.13450	26377
53.13517	25929
53.13583	25488
53.13650	25055
53.13717	24630
53.13783	24212
53.13850	23803
53.13917	23401
53.13983	23007
53.14050	22621
53.14117	22242
53.14183	21871
53.14250	21507
53.14317	21151
53.14383	20802
53.14450	20460
53.14517	20125
53.14583	19797
53.14650	19477
53.14717	19163
53.14783	18856
53.14850	18556
53.14917	18262
53.14983	17975
53.15050	17694
53.15117	17420
53.15183	17152
53.15250	16890
53.15317	16634
53.15383	16384
53.15450	16140
53.15517	15902
53.15583	15669
53.15650	15442
53.15717	15220
53.15783	15004
53.15850	14793
53.15917	14587
53.15983	14387
53.16050	14191
53.16117	14000
53.16183	13814
53.16250	13632
53.16317	13456
53.16383	13283
53.16450	13115
53.16517	12952
53.16583	12792
53.16650	12637
53.16717	12486
53.16783	12338
53.16850	12195
53.16917	12055
53.16983	11919
53.17050	11787
53.17117	11658
53.17183	11533
53.17250	11411
53.17317	11292
53.17383	11177
53.17450	11065
53.17517	10956
53.17583	10849
53.17650	10746
53.17717	10646
53.17783	10548
53.17850	10453
53.17917	10361
53.17983	10271
53.18050	10184
53.18117	10099
53.18183	10017
53.18250	9937
53.18317	9859
53.18383	9784
53.18450	9711
53.18517	9639
53.18583	9570
53.18650	9503
53.18717	9437
53.18783	9374
53.18850	9312
53.18917	9253
53.18983	9194
53.19050	9138
53.19117	9083
53.19183	9030
53.19250	8979
53.19317	8929
53.19383	8880
53.19450	8833
53.19517	8788
53.19583	8743
53.19650	8700
53.19717	8659
53.19783	8618
53.19850	8579
53.19917	8541
53.19983	8504
53.20050	8468
53.20117	8433
53.20183	8399
53.20250	8366
53.20317	8335
53.20383	8304
53.20450	8274
53.20517	8245
53.20583	8217
53.20650	8190
53.20717	8163
53.20783	8138
53.20850	8113
53.20917	8089
53.20983	8066
53.21050	8044
53.21117	8022
53.21183	8001
53.21250	7981
53.21317	7961
53.21383	7942
53.21450	7924
53.21517	7906
53.21583	7889
53.21650	7872
53.21717	7856
53.21783	7840
53.21850	7825
53.21917	7810
53.21983	7796
53.22050	7783
53.22117	7770
53.22183	7757
53.22250	7745
53.22317	7733
53.22383	7721
53.22450	7710
53.22517	7700
53.22583	7689
53.22650	7679
53.22717	7670
53.22783	7661
53.22850	7652
53.22917	7643
53.22983	7635
53.23050	7627
53.23117	7619
53.23183	7611
53.23250	7604
53.23317	7597
53.23383	7591
53.23450	7584
53.23517	7578
53.23583	7572
53.23650	7566
53.23717	7561
53.23783	7556
53.23850	7551
53.23917	7546
53.23983	7541
53.24050	7536
53.24117	7532
53.24183	7528
53.24250	7524
53.24317	7520
53.24383	7516
53.24450	7512
53.24517	7509
53.24583	7506
53.24650	7503
53.24717	7499
53.24783	7497
53.24850	7494
53.24917	7491
53.24983	7488
53.25050	7486
53.25117	7484
53.25183	7481
53.25250	7479
53.25317	7477
53.25383	7475
53.25450	7474
53.25517	7472
53.25583	7470
53.25650	7469
53.25717	7467
53.25783	7466
53.25850	7464
53.25917	7463
53.25983	7462
53.26050	7461
53.26117	7459
53.26183	7458
53.26250	7457
53.26317	7456
53.26383	7455
53.26450	7454
53.26517	7453
53.26583	7452
53.26650	7452
53.26717	7451
53.26783	7450
53.26850	7449
53.26917	7448
53.26983	7447
53.27050	7446
53.27117	7446
53.27183	7445
53.27250	7444
53.27317	7443
53.27383	7442
53.27450	7441
53.27517	7441
53.27583	7440
53.27650	7439
53.27717	7438
53.27783	7438
53.27850	7437
53.27917	7436
53.27983	7436
53.28050	7435
53.28117	7435
53.28183	7434
53.28250	7434
53.28317	7433
53.28383	7432
53.28450	7432
53.28517	7431
53.28583	7431
53.28650	7430
53.28717	7430
53.28783	7429
53.28850	7429
53.28917	7428
53.28983	7428
53.29050	7427
53.29117	7427
53.29183	7427
53.29250	7426
53.29317	7426
53.29383	7426
53.29450	7426
53.29517	7425
53.29583	7425
53.29650	7425
53.29717	7425
53.29783	7424
53.29850	7424
53.29917	7424
53.29983	7424
53.30050	7424
53.30117	7423
53.30183	7423
53.30250	7423
53.30317	7423
53.30383	7423
53.30450	7423
53.30517	7422
53.30583	7422
53.30650	7422
53.30717	7422
53.30783	7421
53.30850	7421
53.30917	7421
53.30983	7421
53.31050	7420
53.31117	7420
53.31183	7420
53.31250	7420
53.31317	7420
53.31383	7419
53.31450	7419
53.31517	7419
53.31583	7419
53.31650	7419
53.31717	7419
53.31783	7419
53.31850	7419
53.31917	7419
53.31983	7419
53.32050	7419
53.32117	7419
53.32183	7419
53.32250	7419
53.32317	7419
53.32383	7419
53.32450	7419
53.32517	7419
53.32583	7419
53.32650	7419
53.32717	7419
53.32783	7418
53.32850	7418
53.32917	7418
53.32983	7418
53.33050	7418
53.33117	7418
53.33183	7418
53.33250	7418
53.33317	7418
53.33383	7418
53.33450	7418
53.33517	7417
53.33583	7417
53.33650	7417
53.33717	7417
53.33783	7417
53.33850	7416
53.33917	7416
53.33983	7416
53.34050	7416
53.34117	7415
53.34183	7415
